"mechanism","ligand","receptor","matched_partner","dom_gap","dom_true","R2_true","switchcoh_true","dom_null","R2_null","switchcoh_null"
"EDN3-EDNRB","Edn3","Ednrb","Cachd1",0.000307692307692342,0.964115384615385,0.617642467899803,0.970795432552738,0.963807692307692,0.635252044930615,0.968047222759822
"EDN3-KEL","Edn3","Kel","Chrm3",0.00884615384615395,0.704923076923077,0.121645592077375,0.936346042190826,0.713769230769231,0.289673910111417,0.906328623959745
"EFEMP1-EGFR","Efemp1","Egfr","Cd74",0.015423076923077,0.791884615384615,0.515133731622589,0.888987807238243,0.776461538461538,0.162599300774631,0.93922972711438
"EFEMP2-AQP1","Efemp2","Aqp1","Nrp2",0.0404230769230769,0.625769230769231,0.639258944745883,0.877453067544029,0.585346153846154,0.577045595330495,0.85473195277724
"EFEMP2-LINGO1","Efemp2","Lingo1","F11r",0.00634615384615378,0.860846153846154,0.428935140726126,0.987710470292239,0.8545,0.532827303865011,0.893652022450165
"EFEMP2-PLSCR4","Efemp2","Plscr4","Kcnq1",0.00542307692307697,0.969423076923077,0.576874947995374,0.964002322430811,0.964,0.500634480209153,0.970447067931101
"EFNA1-EPHA1","Efna1","Epha1","Itgb1",0.0022692307692308,0.990692307692308,0.716013112027476,0.992877878846526,0.992961538461538,0.887816521415893,0.988484613895878
"EFNA1-EPHA3","Efna1","Epha3","Fzd8",0.00330769230769234,0.741884615384615,0.396887367631505,0.844377782078576,0.745192307692308,0.397149456803882,0.875014515192568
"EFNA1-EPHA4","Efna1","Epha4","Boc",0.0045384615384616,0.706923076923077,0.371727036729919,0.851732146313141,0.711461538461538,0.535434283718805,0.860886394426166
"EFNA1-EPHA5","Efna1","Epha5","Bambi",0.00384615384615383,0.553461538461538,0.221038282728919,0.877724017805303,0.549615384615385,0.422236333334263,0.845693826204761
"EFNA1-EPHA6","Efna1","Epha6","Mcam",0.0055384615384616,0.743538461538461,0.129444509417429,0.894213276562802,0.749076923076923,0.542188655868679,0.847513063673311
"EFNA1-EPHA7","Efna1","Epha7","Lyve1",0.00288461538461537,0.750807692307692,0.402390477252519,0.839790981227018,0.753692307692308,0.228480174009601,0.873079156183472
"EFNA1-EPHA8","Efna1","Epha8","Neo1",0.001,0.9485,0.279397065204744,0.973253338494291,0.9475,0.664206443638113,0.939423263015289
"EFNA1-EPHB1","Efna1","Ephb1","Nrcam",0.0147307692307692,0.625115384615385,0.175701574878565,0.887904006193149,0.639846153846154,0.214700812937406,0.899167795626089
"EFNA1-EPHB6","Efna1","Ephb6","Gp9",0.000807692307692287,0.965423076923077,0.383719891322957,0.970040642539191,0.964615384615385,0.158312024330785,0.96860847687246
"EFNA2-EPHA1","Efna2","Epha1","Mst1r",0.00776923076923075,0.973192307692308,0.476109403608111,0.986800851557964,0.965423076923077,0.518865086148552,0.983162376620863
"EFNA2-EPHA3","Efna2","Epha3","Kremen2",0.00611538461538463,0.920615384615385,0.501910436140318,0.931972130830269,0.926730769230769,0.203500510880818,0.957286626669247
"EFNA2-EPHA4","Efna2","Epha4","Tnfrsf13b",0.00523076923076926,0.939538461538462,0.629090895022143,0.945442229533578,0.944769230769231,0.232421872582549,0.962550803173989
"EFNA2-EPHA5","Efna2","Epha5","Tmem67",0.00819230769230772,0.767961538461538,0.486717747536469,0.899051674085543,0.776153846153846,0.286136748103271,0.882407586607316
"EFNA2-EPHA6","Efna2","Epha6","Kcnn4",0.0146538461538462,0.600230769230769,0.32029194325733,0.862608863944262,0.585576923076923,0.13434269581445,0.940545771240565
"EFNA2-EPHA7","Efna2","Epha7","Agtr2",0.00130769230769234,0.935769230769231,0.591952458384404,0.938242694019741,0.934461538461538,0.640238659668224,0.957209212308883
"EFNA2-EPHA8","Efna2","Epha8","Tnfrsf11b",0.0113076923076922,0.905346153846154,0.266508705694491,0.956551190245791,0.894038461538462,0.330572170087256,0.942732726920844
"EFNA3-EPHA1","Efna3","Epha1","Oprm1",0.00203846153846154,0.921846153846154,0.285129519631845,0.977007934971937,0.923884615384615,0.861119306000173,0.973292045674473
"EFNA3-EPHA3","Efna3","Epha3","Sdc2",0.00265384615384612,0.892807692307692,0.680403011550805,0.973892006967292,0.895461538461538,0.745476725445499,0.979330365782853
"EFNA3-EPHA4","Efna3","Epha4","Bmpr2",0.00242307692307686,0.980769230769231,0.98590528006804,0.985871879233598,0.978346153846154,0.979212034899015,0.981768918134314
"EFNA3-EPHA5","Efna3","Epha5","Unc5c",0.000115384615384628,0.9155,0.93309697790689,0.97263402361138,0.915615384615385,0.840051175187092,0.958041416682795
"EFNA3-EPHA6","Efna3","Epha6","Cd82",0.00119230769230771,0.799423076923077,0.82743767315066,0.93419779369073,0.800615384615385,0.31237219320678,0.974937100832204
"EFNA3-EPHA7","Efna3","Epha7","Oprm1",0.000307692307692231,0.924192307692308,0.847868892409496,0.965357073737178,0.923884615384615,0.861119306000173,0.973292045674473
"EFNA3-EPHA8","Efna3","Epha8","Pde1c",0.000807692307692287,0.871538461538462,0.39663648688885,0.953048190439327,0.872346153846154,0.798127723151365,0.957983355912522
"EFNA3-EPHB1","Efna3","Ephb1","Ddr1",0.00938461538461532,0.875576923076923,0.955514408671729,0.951616024772595,0.866192307692308,0.722821237563433,0.976388620089026
"EFNA3-EPHB6","Efna3","Ephb6","Gfra1",0.0133846153846153,0.775076923076923,0.507692967095136,0.926243468163344,0.788461538461538,0.67095035955334,0.948171085736404
"EFNA4-EPHA1","Efna4","Epha1","Bmpr1a",0.00238461538461532,0.981923076923077,0.645043275543907,0.989394232630153,0.979538461538462,0.754207819166189,0.971743758467196
"EFNA4-EPHA3","Efna4","Epha3","Mcam",0.0012692307692308,0.897807692307692,0.602958423392501,0.909347784013935,0.899076923076923,0.546484564778685,0.915986065415134
"EFNA4-EPHA4","Efna4","Epha4","Ncstn",0.000461538461538402,0.895692307692308,0.512118580021444,0.914863557189859,0.895230769230769,0.480319225504689,0.909115540932843
"EFNA4-EPHA5","Efna4","Epha5","Lrp5",0.00680769230769229,0.663653846153846,0.335034119551045,0.879020708341397,0.670461538461538,0.380487296300754,0.843739113605574
"EFNA4-EPHA6","Efna4","Epha6","Nrxn2",0.0188846153846154,0.555307692307692,0.151206121483925,0.874491968260112,0.536423076923077,0.222043161186906,0.894658409134894
"EFNA4-EPHA7","Efna4","Epha7","Il2ra",0.000346153846153885,0.905846153846154,0.557217661472161,0.913760402554674,0.9055,0.170099319797137,0.981788271724405
"EFNA4-EPHA8","Efna4","Epha8","Csf1r",0.00176923076923075,0.916461538461538,0.291254131971665,0.958293013353977,0.918230769230769,0.500585775847674,0.925933810721889
"EFNA5-EPHA1","Efna5","Epha1","Mst1r",0.000192307692307603,0.998692307692308,0.937061477261234,0.998296884071995,0.9985,0.943648810834354,0.998258176891813
"EFNA5-EPHA3","Efna5","Epha3","Jmjd6",0.0250384615384616,0.71,0.428714010790536,0.82717244048771,0.735038461538462,0.498281230747519,0.818985871879234
"EFNA5-EPHA4","Efna5","Epha4","Boc",0.0058076923076924,0.674769230769231,0.452384829268967,0.842152119218115,0.668961538461538,0.616104856514447,0.841900522546932
"EFNA5-EPHA5","Efna5","Epha5","Eng",0.0117307692307692,0.814615384615385,0.380715168356557,0.920243855235146,0.826346153846154,0.52086682527419,0.879175537062125
"EFNA5-EPHA6","Efna5","Epha6","Cdh10",0.00534615384615389,0.921576923076923,0.395473066762648,0.946216373137217,0.926923076923077,0.497432138966142,0.95513837816915
"EFNA5-EPHA7","Efna5","Epha7","Fzd3",0.00319230769230772,0.710807692307692,0.48996100051346,0.822198567834333,0.714,0.427434641364195,0.849970969614864
"EFNA5-EPHA8","Efna5","Epha8","Asgr1",0.00215384615384617,0.985,0.597903912020223,0.988407199535514,0.987153846153846,0.59232051335294,0.991252177278885
"EFNA5-EPHB1","Efna5","Ephb1","Ephb3",0.0170384615384616,0.846076923076923,0.49502126094698,0.923495258370428,0.829038461538462,0.516835687688111,0.871298625895104
"EFNA5-EPHB2","Efna5","Ephb2","Cd47",0.111076923076923,0.804576923076923,0.529501024503673,0.85976388620089,0.6935,0.418052518967023,0.821385717050513
"EFNA5-EPHB6","Efna5","Ephb6","Npy1r",0.00103846153846154,0.992807692307692,0.668274578684121,0.990884459067157,0.993846153846154,0.827624414150254,0.994116508612348
"EFNB1-EPHA4","Efnb1","Epha4","Gpc4",0.0438846153846154,0.568192307692308,0.352490112353075,0.848345268047223,0.612076923076923,0.39366155376683,0.841552157925295
"EFNB1-EPHA6","Efnb1","Epha6","Grm5",0.00334615384615389,0.816423076923077,0.187599048860434,0.924579059415522,0.813076923076923,0.192920562711951,0.964157151151539
"EFNB1-EPHB1","Efnb1","Ephb1","Ldlr",0.0159230769230769,0.720423076923077,0.252498835477027,0.908960712212115,0.7045,0.437529324408876,0.847784013934585
"EFNB1-EPHB2","Efnb1","Ephb2","Insr",0.0263076923076924,0.535769230769231,0.36195336534523,0.829630346429263,0.509461538461538,0.37671785873952,0.824520998645249
"EFNB1-EPHB3","Efnb1","Ephb3","Sdc4",0.00269230769230777,0.606192307692308,0.426698416519308,0.82777240178053,0.6035,0.345060024388183,0.859028449777434
"EFNB1-EPHB4","Efnb1","Ephb4","Acvr1",0.000153846153846171,0.557884615384615,0.579705496635736,0.839965163537836,0.558038461538461,0.403953519276281,0.824733888136249
"EFNB1-EPHB6","Efnb1","Ephb6","Stra6",0.00203846153846154,0.979115384615385,0.463975702543187,0.979059415521579,0.977076923076923,0.624164995384789,0.981768918134314
"EFNB1-ERBB2","Efnb1","Erbb2","Ryk",0.00084615384615383,0.700384615384615,0.444377835731453,0.844184246177666,0.701230769230769,0.514820080090686,0.831449583897813
"EFNB2-EPHA3","Efnb2","Epha3","Fzd1",0.042923076923077,0.550692307692308,0.486547963622799,0.8066382814012,0.507769230769231,0.49118098402349,0.803580414166828
"EFNB2-EPHA4","Efnb2","Epha4","Egfr",0.00900000000000001,0.563461538461538,0.540328033654093,0.835494484226824,0.572461538461538,0.511134032821334,0.832455970582543
"EFNB2-EPHA6","Efnb2","Epha6","Fzd8",0.00430769230769223,0.835423076923077,0.263376831688099,0.913179794851945,0.839730769230769,0.47461137156545,0.902554673892007
"EFNB2-EPHB1","Efnb2","Ephb1","Tyrobp",0.00103846153846154,0.728461538461538,0.357079185066991,0.896961486355719,0.727423076923077,0.402311048535065,0.842132765628024
"EFNB2-EPHB2","Efnb2","Ephb2","Boc",0.0228846153846154,0.580461538461538,0.415333025414369,0.818792335978324,0.557576923076923,0.555647961583032,0.85291271530869
"EFNB2-EPHB3","Efnb2","Ephb3","Tek",0.00188461538461526,0.6275,0.386046627790163,0.828004644861622,0.625615384615385,0.428396931953806,0.824850009676795
"EFNB2-EPHB4","Efnb2","Ephb4","Mylk",0.00561538461538469,0.565307692307692,0.563856484763533,0.843410102574027,0.570923076923077,0.47267247406606,0.856106057673699
"EFNB2-EPHB6","Efnb2","Ephb6","Il15ra",0.00223076923076926,0.983307692307692,0.524884240946302,0.982330172246952,0.981076923076923,0.513645093448629,0.980181923746855
"EFNB2-GRM1","Efnb2","Grm1","Rtn4rl1",0.00461538461538458,0.950230769230769,0.51368178547511,0.978304625508032,0.945615384615385,0.420465353557753,0.950377395006774
"EFNB2-GRM5","Efnb2","Grm5","Gp1bb",0.00838461538461543,0.817115384615385,0.367467529956886,0.959434875169344,0.8255,0.557062295050619,0.889181343139152
"EFNB2-PECAM1","Efnb2","Pecam1","Mcam",0.0193846153846153,0.534692307692308,0.49990737728527,0.819818076253145,0.554076923076923,0.437052987650209,0.840197406618928
"EFNB3-EPHA4","Efnb3","Epha4","Agtr2",0.00800000000000001,0.7545,0.56702573609235,0.881459260692859,0.7625,0.276843327450468,0.933984904199729
"EFNB3-EPHB1","Efnb3","Ephb1","Vldlr",0.0196923076923077,0.6035,0.498637089668469,0.87646603444939,0.583807692307692,0.402204442486194,0.846951809560674
"EFNB3-EPHB2","Efnb3","Ephb2","Ntrk3",0.00350000000000006,0.654423076923077,0.434530927238622,0.855312560479969,0.657923076923077,0.538884343715414,0.891968260112251
"EFNB3-EPHB3","Efnb3","Ephb3","Flt1",0.00492307692307692,0.599769230769231,0.294247660677149,0.863421714728082,0.594846153846154,0.286490089350664,0.84548093671376
"EFNB3-EPHB4","Efnb3","Ephb4","Hfe2",0.0203846153846154,0.642115384615385,0.342721471841426,0.887904006193149,0.621730769230769,0.206034184068481,0.916392490807045
"EFNB3-EPHB6","Efnb3","Ephb6","Tnfrsf13b",0.00542307692307697,0.974653846153846,0.56197828497535,0.973601703115928,0.969230769230769,0.342358623874395,0.975130636733114
"EGF-CAV1","Egf","Cav1","Abca1",7.69230769230855e-05,0.996576923076923,0.765434480039175,0.995103541706987,0.996653846153846,0.716026344594869,0.995103541706987
"EGF-EGFR","Egf","Egfr","Cntnap2",0.00134615384615389,0.984192307692308,0.470876234847368,0.983723630733501,0.982846153846154,0.499362905274788,0.982388233017225
"EGF-ERBB2","Egf","Erbb2","Znrf3",0.00142307692307697,0.980230769230769,0.4244628378913,0.978498161408941,0.978807692307692,0.588426604880257,0.977317592413393
"EGF-ERBB3","Egf","Erbb3","Fap",0.000192307692307603,0.961653846153846,0.369074500428837,0.968627830462551,0.961846153846154,0.612868569312236,0.97445326107993
"EGF-ERBB4","Egf","Erbb4","Pecam1",0.000153846153846171,0.985346153846154,0.67451241492146,0.983742984323592,0.9855,0.450931901877494,0.984381652796594
"EGF-FSHR","Egf","Fshr","Unc5a",0.0113076923076924,0.865769230769231,0.626681517671157,0.938978130443197,0.877076923076923,0.193978281389189,0.941107025353203
"EPO-EPOR","Epo","Epor","Crlf1",0.0201153846153846,0.979884615384615,0.999048719002778,0.99858718792336,1,1,1
"F10-F3","F10","F3","Cd74",0.014,0.508692307692308,0.0289114160289626,0.948732339849042,0.522692307692308,0.022243817475691,0.959609057480163
"F10-ITGAM","F10","Itgam","Nrxn2",0.00138461538461543,0.778384615384615,0.147235748299767,0.950164505515773,0.777,0.214543444626935,0.99417456938262
"F10-ITGB2","F10","Itgb2","Notch2",0.000884615384615373,0.870961538461538,0.37350038051238,0.982020514805496,0.871846153846154,0.64535505081927,0.985949293593962
"F11-GP1BA","F11","Gp1ba","Il17rb",0.0221923076923076,0.648346153846154,0.466475881802864,0.963421714728082,0.626153846153846,0.0673962984313692,0.971395393845558
"F12-CD93","F12","Cd93","Ramp1",0.00203846153846154,0.878807692307692,0.662850417881987,0.982117282755951,0.880846153846154,0.740923187920219,0.979136829881943
"F12-GP1BA","F12","Gp1ba","Cdh5",0.00219230769230772,0.897,0.508790863264891,0.967834333268821,0.899192307692308,0.767946896998096,0.978885233210761
"F13A1-ITGA4","F13a1","Itga4","Cd151",0.00596153846153846,0.726076923076923,0.295227989123075,0.865821559899361,0.720115384615385,0.271306134065307,0.848480743177859
"F13A1-ITGA9","F13a1","Itga9","Bmpr2",0.00234615384615378,0.900346153846154,0.450831413370253,0.916547319527772,0.898,0.427292670568065,0.910760596090575
"F13A1-ITGB1","F13a1","Itgb1","Gp1ba",0.000230769230769257,0.979961538461538,0.725083281557914,0.973408167215018,0.980192307692308,0.381926730603372,0.985600928972324
"F2-F2R","F2","F2r","Pdgfrb",0.000769230769230744,0.748192307692308,0.210898715536414,0.952641765047416,0.748961538461538,0.15420032647115,0.954209405844784
"F2-F2RL1","F2","F2rl1","Cd180",0.00196153846153846,0.985961538461538,0.995325556102868,0.996013160441262,0.984,0.644446703682566,0.989820011612154
"F2-F2RL3","F2","F2rl3","Tnfrsf13b",0.0258846153846153,0.990615384615385,0.643466361767137,0.990652215986065,0.964730769230769,0.327611002271388,0.97383394619702
"F2-GP1BA","F2","Gp1ba","Il7r",0.00934615384615389,0.989115384615385,0.82424442228775,0.992065028062706,0.979769230769231,0.621165018476058,0.997561447648539
"F2-GP1BB","F2","Gp1bb","Igf1r",0.0102307692307693,0.819269230769231,0.408214385198731,0.986181536675053,0.8295,0.41019947435542,0.980975420940584
"F2-GP9","F2","Gp9","Mst1r",0.00315384615384617,0.972884615384615,0.448154294279221,0.97484033288175,0.976038461538462,0.569883111566823,0.988020127733695
"F2-ITGA2B","F2","Itga2b","Jmjd6",0.00138461538461543,0.737615384615385,0.563594812390446,0.910218695568028,0.739,0.196910874222029,0.954499709696149
"F2-THBD","F2","Thbd","Lingo1",0.023,0.551769230769231,0.0392919328801514,0.931430230307722,0.574769230769231,0.00634799048763446,0.972421134120379
"F7-F3","F7","F3","Cd74",0.0103846153846154,0.807576923076923,0.43467937228966,0.986355718985872,0.797192307692308,0.37054509720975,0.983530094832591
"F8-LDLR","F8","Ldlr","F11r",0.00111538461538463,0.973923076923077,0.428809418997589,0.97445326107993,0.975038461538462,0.365729626096467,0.97646603444939
"F8-LRP1","F8","Lrp1","Adcy9",3.84615384615428e-05,0.998769230769231,0.76988098815959,0.998219469711632,0.998807692307692,0.75784203403803,0.99798722663054
"FARP2-PLXNA1","Farp2","Plxna1","Pth1r",0.0104615384615385,0.555384615384615,0.478521887244831,0.804993226243468,0.565846153846154,0.463615046410305,0.84064253919102
"FARP2-PLXNA2","Farp2","Plxna2","Cd93",0.00376923076923075,0.542884615384615,0.492086275735151,0.837410489645829,0.546653846153846,0.428836839472904,0.842287594348752
"FARP2-PLXNA3","Farp2","Plxna3","Fgfr1",0.0065384615384616,0.836769230769231,0.461637083274413,0.88068511708922,0.843307692307692,0.60602099851513,0.877956260886394
"FARP2-PLXNA4","Farp2","Plxna4","Ptprm",0.00592307692307692,0.674576923076923,0.342539621192766,0.85130636733114,0.6805,0.546442194704903,0.81610218695568
"FAT4-DCHS1","Fat4","Dchs1","Bambi",0.00611538461538463,0.649576923076923,0.487123310861487,0.822895297077608,0.655692307692308,0.40437579729854,0.874608089800658
"FBLN1-ITGB1","Fbln1","Itgb1","Ror2",0.00261538461538458,0.931846153846154,0.916693406207395,0.946951809560673,0.934461538461538,0.737378173269456,0.935688020127734
"FBLN2-ITGB3","Fbln2","Itgb3","Acvr2b",0.00246153846153851,0.968384615384615,0.469880449052623,0.971337333075285,0.965923076923077,0.524314416496496,0.965337720147087
"FBN1-ITGA5","Fbn1","Itga5","Tmem67",0.000653846153846227,0.988538461538462,0.903509573057341,0.986607315657054,0.987884615384615,0.777397320423931,0.985542868202052
"FBN1-ITGAV","Fbn1","Itgav","Tgfbr2",0.00115384615384606,0.906307692307692,0.82931823414336,0.923069479388427,0.905153846153846,0.865146924495804,0.930694793884266
"FBN1-ITGB1","Fbn1","Itgb1","Bmpr2",0.00538461538461543,0.754307692307692,0.803177656201808,0.878111089607122,0.748923076923077,0.646969816899667,0.879523901683762
"FBN1-ITGB3","Fbn1","Itgb3","Cd53",0.00188461538461537,0.984423076923077,0.557423101614863,0.98511708922005,0.986307692307692,0.65187151306429,0.985678343332688
"FBN1-ITGB6","Fbn1","Itgb6","Musk",0.000499999999999945,0.996384615384615,0.738908536859921,0.995122895297078,0.996884615384615,0.91417164984688,0.996690536094445
"FGA-CDH5","Fga","Cdh5","F11r",0.00188461538461537,0.634230769230769,0.162388309917714,0.942868202051481,0.636115384615385,0.297955305905004,0.886375072575963
"FGA-ITGA2B","Fga","Itga2b","Lsr",0.000384615384615317,0.871653846153846,0.733242341825906,0.929804528740081,0.871269230769231,0.408627674720987,0.943758467195665
"FGA-ITGA5","Fga","Itga5","Fzd4",0.00946153846153841,0.724576923076923,0.310467045503732,0.908263982968841,0.715115384615385,0.227653376979825,0.908263982968841
"FGA-ITGAD","Fga","Itgad","Gp1ba",0.00469230769230766,1,1,1,0.995307692307692,0.944256160888771,0.996671182504355
"FGA-ITGAM","Fga","Itgam","Il1r2",0.00161538461538457,0.984192307692308,0.329696004824269,0.986220243855235,0.982576923076923,0.408115267914838,0.988987807238243
"FGA-ITGAV","Fga","Itgav","Tgfbr1",0.000884615384615373,0.630923076923077,0.12575275064691,0.948016257015676,0.631807692307692,0.104238145587737,0.935126766015096
"FGA-ITGB1","Fga","Itgb1","Lyve1",0.00403846153846155,0.822115384615385,0.505083185937905,0.98691697309851,0.826153846153846,0.112808790366143,0.912308883297852
"FGA-ITGB2","Fga","Itgb2","Gp1ba",0.00307692307692309,0.992230769230769,0.774567019149414,0.997561447648539,0.995307692307692,0.944256160888771,0.996671182504355
"FGA-ITGB3","Fga","Itgb3","Adcy7",0.0175000000000001,0.933653846153846,0.528624700934727,0.951925682214051,0.916153846153846,0.473761963516303,0.944726146700213
"FGA-PLAUR","Fga","Plaur","Mag",0.00161538461538469,0.986923076923077,0.528955892270111,0.989626475711244,0.988538461538462,0.2633698111684,0.98892974646797
"FGB-ITGA2B","Fgb","Itga2b","Chrm3",0.00223076923076926,0.796769230769231,0.715236808076421,0.919624540352235,0.794538461538462,0.088357314170413,0.912231468937488
"FGB-ITGA5","Fgb","Itga5","Ephb1",0.00442307692307697,0.597730769230769,0.204716097907834,0.916179601316044,0.602153846153846,0.0300959661426838,0.937565318366557
"FGB-ITGAM","Fgb","Itgam","Scn5a",0.0102307692307692,0.974807692307692,0.30907253759027,0.981478614282949,0.964576923076923,0.616584193879548,0.989974840332882
"FGB-ITGAV","Fgb","Itgav","Cdh5",0.00157692307692303,0.697384615384615,0.0907230575214255,0.956822140507064,0.698961538461538,0.117817259572411,0.957247919489065
"FGB-ITGB1","Fgb","Itgb1","Adcy7",0.00461538461538458,0.847307692307692,0.490584558845219,0.989781304431972,0.851923076923077,0.407153891621118,0.931894716469905
"FGB-ITGB2","Fgb","Itgb2","Cd180",0.0022692307692308,0.984769230769231,0.71182009188487,0.99717437584672,0.987038461538462,0.650058095742666,0.992742403715889
"FGF10-FGFR1","Fgf10","Fgfr1","Smo",0.00430769230769235,0.928423076923077,0.60903663405769,0.951480549641959,0.924115384615385,0.641154812179814,0.945829301335398
"FGF10-FGFR2","Fgf10","Fgfr2","Cckbr",0.00969230769230767,0.999884615384615,0.997136323566869,0.999767756918909,0.990192307692308,0.542602046242217,0.995258370427714
"FGF10-FGFR3","Fgf10","Fgfr3","Kremen1",0.014576923076923,0.733115384615385,0.251688415696076,0.912792723050126,0.747692307692308,0.32337246208161,0.9066382814012
"FGF10-FGFR4","Fgf10","Fgfr4","Acvrl1",0.000769230769230744,0.655076923076923,0.300086481671476,0.922895297077608,0.655846153846154,0.473921403833349,0.892045674472615
"FGF11-FGFR1","Fgf11","Fgfr1","Lrp6",0.0042692307692308,0.982038461538462,0.666868257380981,0.979736791174763,0.977769230769231,0.663337558568721,0.975420940584478
"FGF11-FGFR2","Fgf11","Fgfr2","Cxcr4",0.000269230769230799,1,1,1,0.999730769230769,0.999997141005959,0.999458099477453
"FGF11-FGFR3","Fgf11","Fgfr3","F11r",0.00442307692307697,0.896576923076923,0.482362438765992,0.933036578285272,0.901,0.343871179316065,0.931256047996903
"FGF11-FGFR4","Fgf11","Fgfr4","Scn8a",0.0124230769230769,0.556,0.326490973108573,0.921792142442423,0.568423076923077,0.56666819830062,0.909076833752661
"FGF12-FGFR1","Fgf12","Fgfr1","Fzd5",0.0206923076923077,0.842,0.348925408396622,0.954673892006967,0.862692307692308,0.181132094951343,0.928701374104897
"FGF12-FGFR2","Fgf12","Fgfr2","Trpc5",0.0348461538461539,0.997423076923077,0.972840469302885,0.995897038900716,0.962576923076923,0.314341997529429,0.973969421327656
"FGF12-FGFR3","Fgf12","Fgfr3","Lyve1",0.0103846153846153,0.578307692307692,0.458760982039588,0.896477646603445,0.588692307692308,0.0746954069815682,0.892335978323979
"FGF12-FGFR4","Fgf12","Fgfr4","Ncstn",0.0113461538461538,0.726461538461538,0.277145677365702,0.93400425778982,0.737807692307692,0.367649703538987,0.910992839171666
"FGF13-EGFR","Fgf13","Egfr","Pecam1",0.00819230769230772,0.641,0.254493617290997,0.865240952196632,0.632807692307692,0.339226352775366,0.866015095800271
"FGF13-FGFR1","Fgf13","Fgfr1","Plxnb2",0.00596153846153846,0.620076923076923,0.346349085011875,0.867969808399458,0.614115384615385,0.362874339952691,0.860479969034256
"FGF13-FGFR2","Fgf13","Fgfr2","Tnfrsf13b",0.000115384615384628,0.986076923076923,0.882851724836761,0.980820592219857,0.986192307692308,0.495658426197707,0.985794464873234
"FGF13-FGFR3","Fgf13","Fgfr3","Mertk",0.00869230769230767,0.752076923076923,0.447549053549077,0.902051480549642,0.760769230769231,0.422395625606523,0.883336558931682
"FGF13-FGFR4","Fgf13","Fgfr4","Epha6",0.000269230769230799,0.923269230769231,0.796106801959423,0.956086704083608,0.923538461538462,0.651695576629621,0.937062125024192
"FGF13-SCN5A","Fgf13","Scn5a","Kcnj15",0.00296153846153846,0.990615384615385,0.962971489397538,0.993419779369073,0.987653846153846,0.51693957722449,0.991097348558158
"FGF13-SCN8A","Fgf13","Scn8a","Ngfr",0.0138846153846154,0.934923076923077,0.848717547238336,0.956280239984517,0.921038461538462,0.827224557050836,0.952274046835688
"FGF14-FGFR1","Fgf14","Fgfr1","Itga9",0.00115384615384617,0.7885,0.328413930575976,0.928817495645442,0.789653846153846,0.334181869167858,0.93541706986646
"FGF14-FGFR2","Fgf14","Fgfr2","Itgb2",0.00384615384615383,0.988423076923077,0.914392472097324,0.98411070253532,0.984576923076923,0.717690199148058,0.993400425778982
"FGF14-FGFR3","Fgf14","Fgfr3","Ackr3",0.00042307692307697,0.504230769230769,0.450492628761694,0.874162957228566,0.503807692307692,0.313247893482217,0.879117476291852
"FGF14-FGFR4","Fgf14","Fgfr4","Epor",0.0163076923076922,0.773961538461538,0.245876597214928,0.935378362686278,0.790269230769231,0.300794680120477,0.972498548480743
"FGF18-FGFR1","Fgf18","Fgfr1","Bmpr2",0.00084615384615383,0.993769230769231,0.84751900807161,0.991252177278885,0.992923076923077,0.815554930528746,0.990826398296884
"FGF18-FGFR2","Fgf18","Fgfr2","Maged1",0,1,1,1,1,1,1
"FGF18-FGFR3","Fgf18","Fgfr3","Mag",0.00888461538461538,0.932307692307692,0.372081811279229,0.958409134894523,0.941192307692308,0.118919575080883,0.967466615057093
"FGF18-FGFR4","Fgf18","Fgfr4","Ptpru",0.0735384615384616,0.616384615384615,0.269003743424575,0.92113412037933,0.689923076923077,0.164645767642981,0.889897425972518
"FGF2-CD44","Fgf2","Cd44","Cxcr5",0,1,1,1,1,1,1
"FGF2-FGFR1","Fgf2","Fgfr1","Lrrc4",0.00234615384615378,0.946076923076923,0.680968014843036,0.939984517127927,0.943730769230769,0.31836216377929,0.962531449583898
"FGF2-FGFR2","Fgf2","Fgfr2","Cxcr4",0,1,1,1,1,1,1
"FGF2-FGFR3","Fgf2","Fgfr3","Tnfrsf19",0.010423076923077,0.521346153846154,0.295749445381755,0.864892587574995,0.531769230769231,0.313890592228189,0.839520030965744
"FGF2-FGFR4","Fgf2","Fgfr4","Pth1r",0.00246153846153851,0.803923076923077,0.336693463235881,0.933888136249274,0.801461538461538,0.450396214949396,0.873582349525837
"FGF2-FGFRL1","Fgf2","Fgfrl1","Adcy7",0.00192307692307692,0.859730769230769,0.527639267661985,0.894890652215986,0.861653846153846,0.264698375990481,0.907470485775111
"FGF2-GPC4","Fgf2","Gpc4","Acvrl1",0.0233461538461538,0.701730769230769,0.322601429683193,0.836346042190826,0.725076923076923,0.34289208194136,0.867544029417457
"FGF2-NRP1","Fgf2","Nrp1","Acvr2b",0.00257692307692303,0.880692307692308,0.523089134672875,0.899670988968454,0.878115384615385,0.277992134319597,0.906676988581382
"FGF2-SDC1","Fgf2","Sdc1","Fzd3",0.011576923076923,0.796269230769231,0.469756537530441,0.866111863750726,0.784692307692308,0.410685602082227,0.867776272498548
"FGF2-SDC2","Fgf2","Sdc2","Tmem67",0.0012692307692308,0.881,0.538831113799017,0.897813044319721,0.879730769230769,0.366506707573345,0.910276756338301
