"mechanism","ligand","receptor","matched_partner","dom_gap","dom_true","R2_true","switchcoh_true","dom_null","R2_null","switchcoh_null"
"HSPG2-ITGB1","Hspg2","Itgb1","Kremen1",0.000692307692307659,0.936615384615385,0.934206038366783,0.953861041223147,0.937307692307692,0.745618260465071,0.943893942326302
"HSPG2-PTPRS","Hspg2","Ptprs","Ncstn",0.00938461538461544,0.839115384615385,0.815438142557992,0.909367137604026,0.8485,0.629829420124114,0.901954712599187
"HSPG2-SDC1","Hspg2","Sdc1","Jmjd6",0.0201153846153845,0.839923076923077,0.669145815874171,0.884091348945229,0.819807692307692,0.612498513975535,0.880123862976582
"IBSP-ITGAV","Ibsp","Itgav","Fgfrl1",0.0114615384615385,0.5015,0.684566679717023,0.824017805302884,0.512961538461538,0.606639587312599,0.864873233984904
"ICAM1-CAV1","Icam1","Cav1","Ptpra",0.00280769230769229,0.981115384615385,0.727878204716964,0.98087865299013,0.983923076923077,0.728102061081361,0.981672150183859
"ICAM1-EGFR","Icam1","Egfr","Cd151",0.00230769230769234,0.915230769230769,0.517062709781561,0.937971743758467,0.917538461538462,0.43809905217975,0.933462357267273
"ICAM1-IL2RA","Icam1","Il2ra","Ackr3",0.0062692307692308,0.858923076923077,0.416142986801762,0.978304625508032,0.865192307692308,0.330185760137376,0.919527772401781
"ICAM1-IL2RG","Icam1","Il2rg","Gpr37",0.00703846153846155,0.901,0.325970135307935,0.945364815173215,0.893961538461538,0.15749070196839,0.949177472421134
"ICAM1-ITGAL","Icam1","Itgal","Oprm1",0.000692307692307659,0.835692307692308,0.249861552164789,0.933539771627637,0.836384615384615,0.206093689254782,0.977994968066576
"ICAM1-ITGAM","Icam1","Itgam","Tnfrsf21",0.00215384615384606,0.918269230769231,0.106019618503573,0.955080317398877,0.916115384615385,0.431090062669753,0.934662279852913
"ICAM1-ITGB2","Icam1","Itgb2","Nrp1",0.000730769230769313,0.962846153846154,0.668787417505153,0.984749371008322,0.963576923076923,0.613230654474392,0.963731372169537
"ICAM2-ITGAL","Icam2","Itgal","Tbxa2r",0.00123076923076926,0.9275,0.466862869240937,0.959086510547707,0.928730769230769,0.36645320827678,0.942268240758661
"ICAM2-ITGAM","Icam2","Itgam","Slc18a3",0.00296153846153846,0.966192307692308,0.568534570737597,0.97182117282756,0.963230769230769,0.328067965483463,0.983317205341591
"ICAM2-ITGB2","Icam2","Itgb2","Epha1",0.000653846153846227,0.984346153846154,0.908666675016584,0.991600541900522,0.983692307692308,0.632457290802419,0.990323204954519
"ICAM5-ITGAL","Icam5","Itgal","Htr2c",0.00611538461538452,0.880576923076923,0.498497874984072,0.989065221598607,0.874461538461539,0.665801859461159,0.973195277724018
"ICAM5-ITGB2","Icam5","Itgb2","Musk",0.00119230769230771,0.818230769230769,0.324072224812911,0.991310238049158,0.819423076923077,0.319182515315316,0.983201083801045
"IGF1-IGF1R","Igf1","Igf1r","Robo2",0.0596538461538462,0.612153846153846,0.591866112600487,0.845113218502032,0.671807692307692,0.366202824579988,0.904102961099284
"IGF1-INSR","Igf1","Insr","Pecam1",0.000307692307692342,0.903307692307692,0.674973193313235,0.926417650474163,0.903,0.776021607599451,0.93199148442036
"IGF2-IGF1R","Igf2","Igf1r","Ptprf",0.00084615384615383,0.995307692307692,0.988545456191702,0.992916586026708,0.996153846153846,0.99092067689826,0.994193922972711
"IGF2-IGF2R","Igf2","Igf2r","Tmem222",0.000807692307692287,0.998076923076923,0.998747401095744,0.997716276369267,0.997269230769231,0.956999709059965,0.995664795819625
"IGF2-INSR","Igf2","Insr","Mcam",3.84615384615428e-05,0.999576923076923,0.980164834521235,0.99918714921618,0.999615384615385,0.988969590997548,0.999225856396362
"IGFBP4-FZD8","Igfbp4","Fzd8","Orai2",3.84615384615428e-05,0.999576923076923,0.99260275834281,0.99918714921618,0.999615384615385,0.989857760308614,0.999419392297271
"IGFBP4-LRP6","Igfbp4","Lrp6","Cachd1",0.00103846153846154,0.980461538461538,0.945213928860435,0.976117669827753,0.9815,0.882262199683235,0.977530481904393
"IL10-IL10RB","Il10","Il10rb","Col13a1",0.00719230769230772,0.957384615384615,0.637972439374958,0.953938455583511,0.964576923076923,0.611283893160672,0.964273272692084
"IL15-IL15RA","Il15","Il15ra","Kremen2",0.0297307692307692,0.731115384615385,0.167379997736434,0.904567447261467,0.701384615384615,0.104084536193762,0.917379523901684
"IL15-IL2RA","Il15","Il2ra","Ly96",0.0208846153846154,0.777961538461538,0.232797631882336,0.971279272305013,0.757076923076923,0.145866259385669,0.907296303464293
"IL15-IL2RG","Il15","Il2rg","Tnfrsf11b",0.0156538461538461,0.670807692307692,0.182203774365727,0.88471066382814,0.655153846153846,0.0989952927159163,0.866924714534546
"IL16-GRIN2D","Il16","Grin2d","Lrp8",0.00600000000000001,0.518692307692308,0.176300980609465,0.896109928391717,0.512692307692308,0.182640172437636,0.902032126959551
"IL16-KCND1","Il16","Kcnd1","Tgfbr3",0.00861538461538469,0.933884615384615,0.168109558142668,0.954073930714147,0.925269230769231,0.530021456659799,0.93580414166828
"IL16-KCND2","Il16","Kcnd2","Traf2",0.0114615384615385,0.897230769230769,0.440957223601651,0.934275208051093,0.885769230769231,0.394202798235552,0.915269982581769
"IL16-KCNJ10","Il16","Kcnj10","Bmpr1b",0.00530769230769235,0.830307692307692,0.214565710575977,0.957209212308883,0.835615384615385,0.347723632555509,0.903309463905554
"IL16-KCNJ15","Il16","Kcnj15","Cacna1c",0.00296153846153846,0.954423076923077,0.380465264312839,0.973950067737565,0.957384615384615,0.595612368461365,0.962608863944262
"IL17B-IL17RB","Il17b","Il17rb","Trpc5",0.0151538461538461,0.957961538461538,0.319308157920147,0.987652409521966,0.942807692307692,0.183726929266485,0.968124637120186
"IL18-CD48","Il18","Cd48","Itga1",0.00123076923076926,0.900807692307692,0.177426075886798,0.95312560479969,0.899576923076923,0.342284240669228,0.924172634023611
"IL18-IL1RAPL1","Il18","Il1rapl1","Itga4",0.0100384615384616,0.889769230769231,0.457280771497201,0.921869556802787,0.899807692307692,0.273880083049881,0.934159086510548
"IL18-IL1RL2","Il18","Il1rl2","Ackr3",0.001,0.861769230769231,0.16162078637695,0.933288174956454,0.862769230769231,0.288463996398398,0.911341203793304
"IL1A-IL1R1","Il1a","Il1r1","Notch4",0.0024615384615384,0.981615384615385,0.430865203799681,0.990768337526611,0.984076923076923,0.42917831675178,0.991968260112251
"IL1A-IL1R2","Il1a","Il1r2","Sstr2",0.048923076923077,0.650730769230769,0.0919987822730332,0.932707567253726,0.699653846153846,0.0965066628270845,0.936520224501645
"IL1A-IL1RAP","Il1a","Il1rap","Adcy1",0.000807692307692287,0.992038461538462,0.511047042926346,0.995432552738533,0.991230769230769,0.502272876326869,0.995509967098897
"IL1RN-IL1R1","Il1rn","Il1r1","Npr3",0.00353846153846149,0.874423076923077,0.665493597313065,0.988000774143604,0.877961538461538,0.622065868095481,0.987342752080511
"IL1RN-IL1R2","Il1rn","Il1r2","Lgr6",0.00103846153846154,0.801653846153846,0.112139239022398,0.967447261467002,0.800615384615385,0.265927499446103,0.980781885039675
"IL1RN-IL1RL2","Il1rn","Il1rl2","Cmklr1",0.0306153846153846,0.803384615384615,0.232422042250265,0.976020901877298,0.772769230769231,0.150426441462847,0.977840139345849
"IL2-CD53","Il2","Cd53","Lrp4",0.00676923076923075,0.9435,0.444703641652252,0.953203019160054,0.936730769230769,0.564064473276996,0.940119992258564
"IL2-IL2RA","Il2","Il2ra","Itga11",0.00476923076923086,0.957807692307692,0.490787942983776,0.994310044513257,0.953038461538462,0.619724549019024,0.968918134313915
"IL2-IL2RG","Il2","Il2rg","Adra2a",0.000115384615384517,0.985538461538462,0.584108865074315,0.986626669247145,0.985653846153846,0.658424763423918,0.986181536675053
"IL2-NGFR","Il2","Ngfr","Tacr3",3.84615384615428e-05,0.916730769230769,0.737046085264806,0.963015289336172,0.916692307692308,0.991819390825344,0.997367911747629
"IL34-CSF1R","Il34","Csf1r","Kdr",0,1,1,1,1,1,1
"IL4-CD53","Il4","Cd53","Acvr2a",0.00169230769230777,0.836538461538462,0.194639028764521,0.91689568414941,0.834846153846154,0.716228188747168,0.903948132378556
"IL4-IL13RA1","Il4","Il13ra1","Sdc4",0.020923076923077,0.695153846153846,0.28156464117775,0.871453454615831,0.674230769230769,0.198879868350342,0.907218889103929
"IL4-IL2RG","Il4","Il2rg","Ogfr",0.00230769230769234,0.947538461538462,0.303942510739001,0.967137604025547,0.949846153846154,0.773518163231311,0.963247532417263
"IL7-IL2RG","Il7","Il2rg","Stra6",0.00657692307692304,0.824346153846154,0.578328133828644,0.965531256047997,0.817769230769231,0.138567516271701,0.968956841494097
"IL7-IL7R","Il7","Il7r","Lrp11",0.00276923076923086,0.903269230769231,0.996216523220211,0.982910779949681,0.906038461538462,0.119514172400402,0.979852912715309
"INHA-ACVR1","Inha","Acvr1","Tlr4",0.000461538461538402,0.876653846153846,0.390751195159753,0.906464099090381,0.876192307692308,0.288980922927848,0.92314689374879
"INHA-ACVR1B","Inha","Acvr1b","Tnfrsf12a",0.057076923076923,0.623461538461539,0.34499882344635,0.84627443390749,0.680538461538462,0.233054053319302,0.891697309850977
"INHA-ACVR2A","Inha","Acvr2a","Col17a1",0.00426923076923069,0.932961538461539,0.510996656084625,0.93963615250629,0.937230769230769,0.673126552049463,0.962512095993807
"INHA-ACVR2B","Inha","Acvr2b","Grm3",0.01,0.808730769230769,0.240898234911996,0.891465066769886,0.798730769230769,0.371921453629345,0.934546158312367
"INHA-TGFBR3","Inha","Tgfbr3","Cntnap2",0.00726923076923069,0.884230769230769,0.340302941794069,0.919740661892781,0.8915,0.692379574590601,0.927346622798529
"INHBA-ACVR1","Inhba","Acvr1","Plxna1",0.00203846153846154,0.911269230769231,0.482883423318374,0.934023611379911,0.909230769230769,0.400476270970796,0.934952583704277
"INHBA-ACVR1B","Inhba","Acvr1b","Grm1",0.00146153846153851,0.793653846153846,0.269612987825468,0.908012386297658,0.795115384615385,0.194284488349036,0.949738726533772
"INHBA-ACVR2A","Inhba","Acvr2a","Tlr2",0.00192307692307692,0.927038461538462,0.497116972580629,0.94447455002903,0.928961538461539,0.231900417597693,0.95875749951616
"INHBA-ACVR2B","Inhba","Acvr2b","Itga7",0.021076923076923,0.629692307692308,0.177546910332359,0.888813624927424,0.608615384615385,0.175801732760189,0.895084188116896
"INHBA-BAMBI","Inhba","Bambi","Plxnb1",0.00161538461538457,0.876,0.401373683909267,0.927753048190439,0.874384615384615,0.299055643741895,0.923727501451519
"INHBA-ENG","Inhba","Eng","Tek",0.00319230769230772,0.894538461538462,0.38394252358198,0.931352815947358,0.897730769230769,0.381109953725722,0.931701180568996
"INHBA-TGFBR3","Inhba","Tgfbr3","Lifr",0.00665384615384623,0.915307692307692,0.404542489262875,0.937797561447649,0.921961538461538,0.434877226056394,0.940700599961293
"INHBB-ACVR1","Inhbb","Acvr1","Mcam",0.000153846153846171,0.996576923076923,0.601801300823798,0.997116315076447,0.996730769230769,0.677296128773802,0.997367911747629
"INHBB-ACVR1B","Inhbb","Acvr1b","Pde1b",0.00111538461538463,0.993307692307692,0.778583674501632,0.994464873233985,0.992192307692308,0.850883226265958,0.995703502999806
"INHBB-ACVR1C","Inhbb","Acvr1c","Itgb2",0.00111538461538463,0.748,0.407188107863868,0.952235339655506,0.749115384615385,0.162235171874379,0.95753822334043
"INHBB-ACVR2A","Inhbb","Acvr2a","Ntrk2",7.69230769230855e-05,0.999653846153846,0.938911062383183,0.999496806657635,0.999730769230769,0.929665905269349,0.999574221017999
"INHBB-ACVR2B","Inhbb","Acvr2b","Chrna4",0.00015384615384606,0.977730769230769,0.449846386146497,0.987826591832785,0.977576923076923,0.621923204523493,0.988794271337333
"ITGB3BP-ITGB3","Itgb3bp","Itgb3","Oprm1",0.00411538461538463,0.939423076923077,0.336671726056601,0.948209792916586,0.943538461538462,0.546403551295178,0.981381846332495
"ITGB3BP-ITGB5","Itgb3bp","Itgb5","Pdgfra",0.00234615384615389,0.690076923076923,0.486705477147875,0.826514418424618,0.692423076923077,0.559692433106765,0.852293400425779
"JAG1-NOTCH1","Jag1","Notch1","Itga2",0.0117307692307692,0.864961538461538,0.518689230241259,0.893187536287981,0.876692307692308,0.255644174222533,0.914321656667312
"JAG1-NOTCH2","Jag1","Notch2","Ryk",0.00449999999999995,0.890346153846154,0.492831603807557,0.910083220437391,0.894846153846154,0.499912448532066,0.907470485775111
"JAG1-NOTCH3","Jag1","Notch3","Itga1",0.00861538461538469,0.731730769230769,0.507820098618723,0.848229146506677,0.740346153846154,0.48296028037875,0.85451906328624
"JAG1-NOTCH4","Jag1","Notch4","Itgav",0.0185769230769232,0.8715,0.452918607086317,0.914321656667312,0.890076923076923,0.497245831026412,0.905670601896652
"JAG2-NOTCH1","Jag2","Notch1","Nrp2",0.0131538461538462,0.791384615384615,0.565423452594704,0.873543642345655,0.804538461538462,0.509318955725254,0.895103541706987
"JAG2-NOTCH2","Jag2","Notch2","Tfrc",0.00307692307692309,0.814615384615385,0.488839341639284,0.893284304238436,0.817692307692308,0.39616767285234,0.898974259725179
"JAG2-NOTCH3","Jag2","Notch3","Sdc4",0.000384615384615428,0.583769230769231,0.39984556120666,0.837275014515193,0.583384615384615,0.280442929448547,0.87847880781885
"JAG2-NOTCH4","Jag2","Notch4","Gp1bb",0.0143846153846153,0.914576923076923,0.458046279518548,0.930656086704084,0.900192307692308,0.553929799501074,0.936868589123282
"KNG1-BDKRB2","Kng1","Bdkrb2","Tlr1",0.00588461538461538,0.994115384615385,0.779583181012877,0.995664795819625,1,1,1
"KNG1-CD93","Kng1","Cd93","Pde1a",0.00353846153846149,0.682076923076923,0.0935778288996241,0.947764660344494,0.678538461538462,0.104637034686633,0.881865686084769
"KNG1-GP1BA","Kng1","Gp1ba","Ccr4",0.00588461538461538,0.994115384615385,0.91851801558144,0.995529320688988,1,1,1
"KNG1-GPR135","Kng1","Gpr135","Il1r2",0.00534615384615389,0.985192307692308,0.423716687858058,0.99134894522934,0.979846153846154,0.404803012200269,0.987652409521966
"KNG1-ITGAM","Kng1","Itgam","Cdh19",0.00303846153846155,0.9795,0.28633125992482,0.982620476098316,0.982538461538462,0.383111808967559,0.987613702341784
"KNG1-ITGB2","Kng1","Itgb2","Vipr1",0.00503846153846155,0.991653846153846,0.766287987992797,0.997367911747629,0.996692307692308,0.754067876588459,0.997135668666538
"KNG1-PLAUR","Kng1","Plaur","Itgae",0.00192307692307692,0.981346153846154,0.442460273640582,0.988116895684149,0.979423076923077,0.311204210459383,0.983801045093865
"KNG1-SDC2","Kng1","Sdc2","Pde1b",0.0116923076923077,0.718538461538462,0.0895325574480971,0.958447842074705,0.706846153846154,0.0631178959595849,0.957809173601703
"L1CAM-CNTN1","L1cam","Cntn1","Lrp5",0.00692307692307692,0.713307692307692,0.945222950166704,0.931043158505903,0.720230769230769,0.237097582923867,0.938049158118831
"L1CAM-EGFR","L1cam","Egfr","Ephb3",0.00150000000000006,0.8245,0.29841939866292,0.965937681439907,0.823,0.383213429964894,0.957422101799884
"L1CAM-EPHB2","L1cam","Ephb2","Col17a1",0.0024615384615384,0.860615384615385,0.681243945143002,0.948674279078769,0.858153846153846,0.553815949881679,0.949564544222953
"L1CAM-ERBB2","L1cam","Erbb2","Plxnb1",0.00161538461538469,0.789423076923077,0.329002929102929,0.956280239984517,0.791038461538462,0.466007563384468,0.943313334623573
"L1CAM-ERBB3","L1cam","Erbb3","Il1rap",0.00153846153846149,0.584038461538462,0.211969154439873,0.91972130830269,0.5825,0.422561444518501,0.889684536481517
"L1CAM-FGFR2","L1cam","Fgfr2","Il1r2",0.0211538461538462,1,1,1,0.978846153846154,0.565080098298555,0.988000774143604
"L1CAM-ITGA5","L1cam","Itga5","S1pr1",0.00173076923076931,0.671192307692308,0.153246610613534,0.932668860073544,0.672923076923077,0.341050706906048,0.919566479581962
"L1CAM-ITGAV","L1cam","Itgav","Smo",0.00553846153846149,0.875269230769231,0.549209981545788,0.978207857557577,0.880807692307692,0.515781264778463,0.987904006193149
"LAMA1-GPC1","Lama1","Gpc1","Il1r2",0.00684615384615384,0.966038461538462,0.429795227841956,0.970485775111283,0.959192307692308,0.329866663933572,0.979640023224308
"LAMA1-ITGA1","Lama1","Itga1","Traf2",0.000846153846153941,0.877538461538461,0.358692102437444,0.928004644861622,0.878384615384615,0.251246224225809,0.924675827365976
"LAMA1-ITGA2","Lama1","Itga2","Itga10",0.00565384615384623,0.547961538461538,0.145398562132888,0.866053802980453,0.553615384615385,0.185110822974383,0.886665376427327
"LAMA1-ITGA3","Lama1","Itga3","Epor",0.00330769230769234,0.522038461538462,0.215886885492661,0.884865492548868,0.525346153846154,0.0773564830876546,0.932572092123089
"LAMA1-ITGA6","Lama1","Itga6","Mcam",0.00242307692307697,0.911923076923077,0.242247076546135,0.938262047609832,0.9095,0.293524072475548,0.945461583123669
"LAMA1-ITGA7","Lama1","Itga7","Pvr",0.0113461538461539,0.584923076923077,0.0775553982876181,0.899787110508999,0.596269230769231,0.145200698543078,0.868685891232824
"LAMA1-ITGB1","Lama1","Itgb1","Cd47",0.0146538461538461,0.991769230769231,0.767980768628107,0.989181343139152,0.977115384615385,0.444785791894873,0.97847880781885
"LAMA1-ITGB4","Lama1","Itgb4","Cd82",0.000230769230769257,0.8195,0.189845083047404,0.934933230114186,0.819269230769231,0.135821386503127,0.923824269401974
"LAMA1-ITGB8","Lama1","Itgb8","Grm5",0.0257692307692308,0.668307692307692,0.183103790718031,0.882020514805496,0.642538461538462,0.256417752909972,0.907315657054384
"LAMA1-NT5E","Lama1","Nt5e","Celsr1",0.0115384615384615,0.742538461538462,0.236513949606547,0.890245790594155,0.754076923076923,0.180899986655599,0.90402554673892
"LAMA1-SDC2","Lama1","Sdc2","Epha7",0.0015384615384616,0.939153846153846,0.395302165597408,0.956686665376427,0.940692307692308,0.535126675196968,0.947745306754403
"LAMA1-SDC4","Lama1","Sdc4","Cd48",0.0136538461538461,0.874346153846154,0.241522257006195,0.931101219276176,0.888,0.106391742876382,0.953067544029417
"LAMA1-TMPRSS6","Lama1","Tmprss6","P2rx7",0.001,0.790576923076923,0.347383168633857,0.978807818850397,0.791576923076923,0.215052133117179,0.937197600154829
"LAMA2-ITGA1","Lama2","Itga1","Calcrl",0.00842307692307687,0.512384615384615,0.370215281424004,0.838997484033288,0.520807692307692,0.326236006386479,0.846990516740855
"LAMA2-ITGA2","Lama2","Itga2","Robo4",0.00584615384615383,0.939653846153846,0.454018094630345,0.944629378749758,0.933807692307692,0.485791439276818,0.943119798722663
"LAMA2-ITGA3","Lama2","Itga3","Acvr2b",0.000500000000000056,0.922692307692308,0.323272873268678,0.949970969614864,0.922192307692308,0.480644025129058,0.939674859686472
"LAMA2-ITGA6","Lama2","Itga6","Pde1c",0.00142307692307697,0.571384615384615,0.384212726718795,0.839481323785562,0.569961538461538,0.357231045572884,0.857983355912522
"LAMA2-ITGA7","Lama2","Itga7","Grm1",0.00561538461538458,0.916730769230769,0.768701412735648,0.936152506289917,0.911115384615385,0.320561670884583,0.976949874201664
"LAMA2-ITGB1","Lama2","Itgb1","Lrp2",0.00757692307692304,0.958653846153846,0.592525414083608,0.957383394619702,0.966230769230769,0.427464180322445,0.972595316431198
"LAMA2-ITGB4","Lama2","Itgb4","Tnfrsf13b",0.00384615384615394,0.974769230769231,0.593640226257286,0.979388426553126,0.978615384615385,0.466236645169321,0.980994774530675
"LAMA3-SDC2","Lama3","Sdc2","Pdgfra",0.00415384615384617,0.969769230769231,0.601633859656526,0.969518095606735,0.973923076923077,0.632169287366654,0.973969421327656
"LAMA4-ITGA3","Lama4","Itga3","Adra2a",0.00380769230769229,0.980846153846154,0.601591101366807,0.982349525837043,0.984653846153846,0.697396062428657,0.986626669247145
"LAMA4-ITGA6","Lama4","Itga6","Plxna4",0.00261538461538458,0.854692307692308,0.681365237530095,0.888949100058061,0.852076923076923,0.390318067304887,0.924695180956067
"LAMA4-ITGAV","Lama4","Itgav","Adcy9",0.0381153846153847,0.734538461538462,0.692440500047538,0.859938068511709,0.696423076923077,0.635284032877007,0.862821753435262
"LAMA4-ITGB1","Lama4","Itgb1","Adcy8",0.00769230769230766,0.923692307692308,0.890951945526213,0.92595316431198,0.931384615384615,0.470195436190121,0.98289142635959
"LAMA5-BCAM","Lama5","Bcam","Dcbld2",0.0109230769230769,0.618153846153846,0.708758802256235,0.884362299206503,0.607230769230769,0.499107405706942,0.851132185020321
"LAMA5-ITGA2","Lama5","Itga2","Sell",0.0193076923076924,0.922192307692308,0.408645035687618,0.935862202438552,0.9415,0.403384595413622,0.980762531449584
"LAMA5-ITGA3","Lama5","Itga3","Lrp1",0.000807692307692287,0.925423076923077,0.430634761508311,0.950280627056319,0.924615384615385,0.668172347636168,0.948519450358041
"LAMA5-ITGA6","Lama5","Itga6","Epha5",0.027,0.615615384615385,0.525072859314171,0.843119798722663,0.588615384615385,0.228187736412408,0.90361912134701
"LAMA5-ITGB1","Lama5","Itgb1","Tlr2",0.00561538461538458,0.988846153846154,0.905019100490284,0.986665376427327,0.983230769230769,0.461595134821344,0.984478420747049
"LAMA5-ITGB4","Lama5","Itgb4","Kremen2",0.00219230769230772,0.971538461538462,0.454705399759516,0.977317592413393,0.969346153846154,0.298090520225041,0.979098122701761
"LAMA5-SDC1","Lama5","Sdc1","Sort1",0.0166153846153846,0.652653846153846,0.526214810359087,0.866015095800271,0.636038461538462,0.500564663742888,0.857634991290884
"LAMB1-ITGA1","Lamb1","Itga1","Tacr3",0.00938461538461544,0.923692307692308,0.74538231932047,0.927114379717438,0.933076923076923,0.907576011152297,0.982949487129863
"LAMB1-ITGA2","Lamb1","Itga2","Fzd5",0.00153846153846149,0.989346153846154,0.713088900061119,0.98490419972905,0.990884615384615,0.591885221201656,0.988678149796787
"LAMB1-ITGA3","Lamb1","Itga3","Notch4",0.00246153846153851,0.987653846153846,0.684753480692183,0.987691116702148,0.990115384615385,0.804173438840816,0.989181343139152
"LAMB1-ITGA6","Lamb1","Itga6","Plxnc1",0.00250000000000006,0.911423076923077,0.803948833950591,0.922914650667699,0.913923076923077,0.537367367569371,0.950125798335591
"LAMB1-ITGA7","Lamb1","Itga7","Plscr4",0.00042307692307697,0.990115384615385,0.89770253302425,0.988020127733695,0.990538461538462,0.753207973215426,0.986858912328237
"LAMB1-ITGAV","Lamb1","Itgav","Jmjd6",0.0221923076923077,0.831230769230769,0.7506783968312,0.894658409134894,0.853423076923077,0.700365696908486,0.901896651828914
"LAMB1-ITGB1","Lamb1","Itgb1","Adcyap1r1",0.00261538461538469,0.886192307692308,0.913927621576325,0.919179407780143,0.883576923076923,0.49262626107276,0.974627443390749
"LAMB1-ITGB4","Lamb1","Itgb4","Gpr135",0.00107692307692309,0.997153846153846,0.839483011205038,0.996516353783627,0.998230769230769,0.800766643479286,0.998529127153087
"LAMB3-CD151","Lamb3","Cd151","Unc5c",0.00438461538461532,0.950115384615385,0.402221587299568,0.952951422488872,0.945730769230769,0.478525612187127,0.953164311979872
"LAMB3-COL17A1","Lamb3","Col17a1","Tmem67",0.0564230769230769,0.707153846153846,0.488519073150181,0.895955099670989,0.763576923076923,0.279843133428694,0.897754983549448
"LAMB3-ITGA2","Lamb3","Itga2","Cntfr",0.0215384615384616,0.531346153846154,0.170572021159012,0.809521966324753,0.509807692307692,0.160569931525783,0.857364041029611
"LAMB3-ITGA3","Lamb3","Itga3","Itgb3",0.0123076923076924,0.513769230769231,0.286863565243574,0.863402361137991,0.501461538461538,0.0985624625216106,0.851790207083414
"LAMB3-ITGA6","Lamb3","Itga6","Fzd1",0.000576923076923141,0.961615384615385,0.564421235009189,0.959086510547707,0.961038461538462,0.494472932044408,0.9601703115928
"LAMB3-ITGB1","Lamb3","Itgb1","Tlr1",0.00157692307692303,0.998423076923077,0.920317813193129,0.997406618927811,1,1,1
"LAMB3-ITGB4","Lamb3","Itgb4","Ngfr",0.00873076923076921,0.812538461538462,0.234290498648118,0.929940003870718,0.821269230769231,0.289220843381014,0.915637700793497
"LAMC1-ITGA1","Lamc1","Itga1","Insr",0.00696153846153846,0.931692307692308,0.747349763814111,0.927636926649894,0.924730769230769,0.746401664138656,0.924791948906522
"LAMC1-ITGA2","Lamc1","Itga2","Lrp4",0.00150000000000006,0.990115384615385,0.706429021141292,0.984923553319141,0.988615384615385,0.841405298224405,0.984071995355138
"LAMC1-ITGA3","Lamc1","Itga3","Notch4",0.00165384615384623,0.991846153846154,0.721690469634156,0.991213470098703,0.9935,0.795918575805761,0.99094251983743
"LAMC1-ITGA6","Lamc1","Itga6","Lrp8",0.00657692307692315,0.927269230769231,0.785481780722792,0.924172634023611,0.933846153846154,0.752394165597804,0.975924133926843
"LAMC1-ITGA7","Lamc1","Itga7","Gp9",0.000884615384615373,0.987807692307692,0.836814054409528,0.986007354364235,0.988692307692308,0.270325129221851,0.987555641571512
"LAMC1-ITGAV","Lamc1","Itgav","Cd93",0.000576923076923141,0.865615384615385,0.730241364520201,0.886858912328237,0.865038461538462,0.6913605187627,0.894406812463712
"LAMC1-ITGB1","Lamc1","Itgb1","Cdh7",0.00134615384615389,0.9095,0.921154273698035,0.923069479388427,0.910846153846154,0.510913515382959,0.984749371008322
"LAMC1-ITGB4","Lamc1","Itgb4","Musk",7.69230769230855e-05,0.997076923076923,0.843017479791895,0.996013160441262,0.997153846153846,0.927087139103507,0.9965744145539
"LAMC2-CD151","Lamc2","Cd151","Ddr1",0.00557692307692303,0.905615384615385,0.471493251971801,0.928294948712986,0.900038461538462,0.39214587955494,0.930675440294175
"LAMC2-COL17A1","Lamc2","Col17a1","Itga8",0.00688461538461549,0.819884615384615,0.604034607304968,0.921985678343333,0.826769230769231,0.381444270045878,0.901974066189278
"LAMC2-ITGA2","Lamc2","Itga2","Cxcr5",0.0032692307692308,0.702307692307692,0.2123562661693,0.871182504354558,0.705576923076923,0.84211235140733,0.918695568027869
"LAMC2-ITGA3","Lamc2","Itga3","Chrm3",0.0027307692307692,0.6405,0.314445458159079,0.883549448422682,0.643230769230769,0.168742860851703,0.878633636539578
"LAMC2-ITGA6","Lamc2","Itga6","Tacr1",0.00169230769230766,0.927,0.55266185684337,0.936384749371008,0.928692307692308,0.207467289436484,0.963421714728082
"LAMC2-ITGB1","Lamc2","Itgb1","Calcr",0.00238461538461543,0.997615384615385,0.951721832131249,0.996129281981808,1,1,1
"LAMC2-ITGB4","Lamc2","Itgb4","Lrrc4",0.00261538461538458,0.862653846153846,0.282847675488197,0.936655699632282,0.865269230769231,0.163461479306849,0.951577317592413
"LAMC3-ITGA2","Lamc3","Itga2","Lgr5",0.0042692307692308,0.901923076923077,0.181307019387023,0.954886781497968,0.897653846153846,0.158483156197152,0.958254306173795
"LAMC3-ITGA3","Lamc3","Itga3","Kel",0.00465384615384612,0.906884615384615,0.197315577929806,0.959647764660345,0.902230769230769,0.156649408832002,0.964718405264177
"LAMC3-ITGA6","Lamc3","Itga6","Ephb4",0.00115384615384617,0.987346153846154,0.455272927124981,0.989239403909425,0.986192307692308,0.481856943157658,0.988620089026514
"LAMC3-ITGB1","Lamc3","Itgb1","Cd247",0.000538461538461488,0.999576923076923,0.885667666628962,0.999419392297271,0.999038461538462,0.850003655590544,0.998683955873815
"LAMC3-ITGB4","Lamc3","Itgb4","F2rl3",0.0523076923076923,0.8095,0.192058144260583,0.941300561254113,0.861807692307692,0.071818544029926,0.958505902844978
"LGALS3BP-ITGB1","Lgals3bp","Itgb1","Fgfr2",0.00211538461538463,0.997884615384615,0.886839440733111,0.996961486355719,1,1,1
"LGALS3BP-VANGL1","Lgals3bp","Vangl1","Ldlr",0.000730769230769202,0.909076923076923,0.375171893428893,0.931159280046449,0.909807692307692,0.35739411315473,0.930152893361719
